recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,0.5000000000,
0.1034482759,0.6000000000,
0.1379310345,0.5714285714,
0.1724137931,0.5555555556,
0.2068965517,0.4285714286,
0.2413793103,0.4666666667,
0.2758620690,0.1818181818,
0.3103448276,0.2000000000,
0.3448275862,0.1818181818,
0.3793103448,0.1864406780,
0.4137931034,0.2000000000,
0.4482758621,0.1884057971,
0.4827586207,0.2000000000,
0.5172413793,0.2027027027,
0.5517241379,0.2077922078,
0.5862068966,0.2151898734,
0.6206896552,0.2168674699,
0.6551724138,0.2209302326,
0.6896551724,0.1980198020,
0.7241379310,0.1891891892,
0.7586206897,0.1864406780,
0.7931034483,0.1825396825,
0.8275862069,0.1481481481,
0.8620689655,0.1388888889,
0.8965517241,0.1368421053,
0.9310344828,0.1102040816,
0.9655172414,0.1089494163,
1.0000000000,0.0653153153,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
